"DBN","Poverty","district","School Name","Borough","Building Code","Student Enrollment","SAT_Math","SAT_Reading","SAT_Writing","Longitude","Latitude","district_SAT_Math_Avg","district_SAT_Reading_Avg","district_SAT_Writing_Avg","district_SAT_Avg"
"17K546","84.1",17,"High School for Public Service: Heroes of Tomorrow","Brooklyn","K470",454,468,454,464,-73.942458,40.658893,410,409,399,1218
"17K547","83.2",17,"Brooklyn Academy of Science and the Environment","Brooklyn","K440",453,419,411,416,-73.961695,40.670349,410,409,399,1218
"17K548","85.2",17,"Brooklyn School for Music and Theatre","Brooklyn","K440",386,382,393,377,-73.961695,40.670349,410,409,399,1218
"17K590","72.8",17,"Medgar Evers College Preparatory School","Brooklyn","K590",1271,525,500,481,-73.951167,40.667195,410,409,399,1218
"17K600","78.2",17,"Clara Barton High School","Brooklyn","K600",1499,408,424,407,-73.961962,40.669567,410,409,399,1218
"17K751","89.3",17,"Academy for Health Careers","Brooklyn","K625",373,406,405,396,-73.938843,40.675612,410,409,399,1218
"18K563","76.7",18,"It Takes a Village Academy","Brooklyn","K415",566,364,374,361,-73.922171,40.648657,381,398,390,1169
"18K566","78.3",18,"Brooklyn Generation School","Brooklyn","K515",286,392,406,403,-73.916735,40.633285,381,398,390,1169
"18K567","86.1",18,"Brooklyn Theatre Arts High School","Brooklyn","K515",395,379,393,373,-73.916735,40.633285,381,398,390,1169
"18K569","75.1",18,"Kurt Hahn Expeditionary Learning School","Brooklyn","K415",341,378,394,388,-73.922171,40.648657,381,398,390,1169
"18K576","70.4",18,"Victory Collegiate High School","Brooklyn","K515",331,386,408,402,-73.916735,40.633285,381,398,390,1169
"18K589","83.2",18,"Arts and Media Preparatory Academy","Brooklyn","K232",279,370,383,374,-73.929076,40.65843,381,398,390,1169
"18K617","76.6",18,"High School for Innovation in Advertising and Media","Brooklyn","K500",303,390,410,397,-73.898254,40.641474,381,398,390,1169
"18K629","75.1",18,"Cultural Academy for the Arts and Sciences","Brooklyn","K415",353,382,395,384,-73.922171,40.648657,381,398,390,1169
"18K633","92.6",18,"High School for Medical Professions","Brooklyn","K500",432,404,427,424,-73.898254,40.641474,381,398,390,1169
"18K637","78.9",18,"Academy for Conservation and the Environment","Brooklyn","K515",308,381,397,390,-73.916735,40.633285,381,398,390,1169
"18K642","74.8",18,"Urban Action Academy","Brooklyn","K500",309,362,396,393,-73.898254,40.641474,381,398,390,1169
"19K404","77.0",19,"Academy for Young Writers","Brooklyn","K422",547,382,413,391,-73.874756,40.657459,378,380,370,1128
"19K409","76.2",19,"East New York Family Academy","Brooklyn","K819",479,464,451,421,-73.886942,40.661072,378,380,370,1128
"19K502","85.2",19,"FDNY High School for Fire and Life Safety","Brooklyn","K435",324,365,369,357,-73.894747,40.667456,378,380,370,1128
"19K504","76.8",19,"High School for Civil Rights","Brooklyn","K435",319,391,373,376,-73.894747,40.667456,378,380,370,1128
"19K507","92.4",19,"Performing Arts and Technology High School","Brooklyn","K435",406,375,393,394,-73.894747,40.667456,378,380,370,1128
"19K510","83.1",19,"World Academy for Total Community Health High School","Brooklyn","K435",284,380,389,384,-73.894747,40.667456,378,380,370,1128
"19K583","98.7",19,"Multicultural High School","Brooklyn","K420",229,319,323,284,-73.868328,40.691146,378,380,370,1128
"19K615","76.0",19,"Transit Tech Career and Technical Education High School","Brooklyn","K615",1093,387,387,384,-73.87596,40.678276,378,380,370,1128
"19K618","80.4",19,"Academy of Innovative Technology","Brooklyn","K420",413,395,376,359,-73.868328,40.691146,378,380,370,1128
"19K639","86.8",19,"Brooklyn Lab School","Brooklyn","K420",334,383,376,370,-73.868328,40.691146,378,380,370,1128
"19K659","89.4",19,"Cypress Hills Collegiate Preparatory School","Brooklyn","K420",330,365,370,362,-73.868328,40.691146,378,380,370,1128
"19K660","87.4",19,"W. H. Maxwell Career and Technical Education High School","Brooklyn","K660",506,326,333,350,-73.89643,40.674135,378,380,370,1128
"19K683","89.6",19,"School for Classics: An Academy of Thinkers, Writers, and Performers","Brooklyn","K218",308,387,391,383,-73.874208,40.670724,378,380,370,1128
"20K445","76.8",20,"New Utrecht High School","Brooklyn","K445",3480,488,422,417,-74.003404,40.613262,482,428,427,1337
"20K485","79.2",20,"High School of Telecommunication Arts and Technology","Brooklyn","K485",1329,475,440,445,-74.023849,40.637282,482,428,427,1337
"20K490","70.2",20,"Fort Hamilton High School","Brooklyn","K490",4372,513,456,451,-74.040046,40.627835,482,428,427,1337
"20K505","80.7",20,"Franklin Delano Roosevelt High School","Brooklyn","K505",3220,504,411,407,-73.981795,40.620446,482,428,427,1337
"20K609","92.7",20,"Urban Assembly School for Criminal Justice","Brooklyn","K223",496,428,413,417,-73.981528,40.634875,482,428,427,1337
"21K337","91.3",21,"International High School at Lafayette","Brooklyn","K400",358,424,343,337,-73.98577,40.594291,438,415,405,1258
"21K344","100.0",21,"Rachel Carson High School for Coastal Studies","Brooklyn","K303",560,436,430,421,-73.973132,40.582533,438,415,405,1258
"21K348","75.2",21,"High School of Sports Management","Brooklyn","K400",290,367,374,361,-73.98577,40.594291,438,415,405,1258
"21K410","69.0",21,"Abraham Lincoln High School","Brooklyn","K410",2341,441,422,422,-73.967308,40.581681,438,415,405,1258
"21K468","75.4",21,"Kingsborough Early College School","Brooklyn","K400",564,474,462,449,-73.98577,40.594291,438,415,405,1258
"21K525","63.3",21,"Edward R. Murrow High School","Brooklyn","K525",3968,500,479,472,-73.959285,40.620525,438,415,405,1258
"21K540","83.6",21,"John Dewey High School","Brooklyn","K540",2006,512,418,396,-73.981738,40.589268,438,415,405,1258
"21K559","89.7",21,"Life Academy High School for Film and Music","Brooklyn","K400",271,369,379,378,-73.98577,40.594291,438,415,405,1258
"21K572","77.1",21,"Expeditionary Learning School for Community Leaders","Brooklyn","K400",271,420,396,396,-73.98577,40.594291,438,415,405,1258
"21K620","89.4",21,"William E. Grady Career and Technical Education High School","Brooklyn","K620",613,416,423,387,-73.963477,40.582585,438,415,405,1258
"21K690","76.1",21,"Brooklyn Studio Secondary School","Brooklyn","K721",901,458,434,434,-73.994404,40.604879,438,415,405,1258
"22K405","54.6",22,"Midwood High School","Brooklyn","K405",3787,550,514,516,-73.952929,40.633237,535,499,501,1535
"22K425","63.1",22,"James Madison High School","Brooklyn","K425",3088,492,450,444,-73.948512,40.609912,535,499,501,1535
"22K535","46.8",22,"Leon M. Goldstein High School for the Sciences","Brooklyn","K535",1081,563,534,543,-73.935952,40.580894,535,499,501,1535
"22K555","73.4",15,"Brooklyn College Academy","Brooklyn","K917",605,502,495,493,-73.971736,40.649404,432,429,425,1286
"23K493","85.0",23,"Brooklyn Collegiate (College Board)","Brooklyn","K055",353,394,395,399,-73.913273,40.674103,396,400,402,1198
"23K514","82.8",23,"Frederick Douglass Academy VII High School","Brooklyn","K175",319,400,407,394,-73.911705,40.665878,396,400,402,1198
"23K697","80.5",23,"Teachers Preparatory High School","Brooklyn","K175",390,394,399,412,-73.911705,40.665878,396,400,402,1198
"24Q264","82.2",24,"Academy of Finance and Enterprise","Queens","Q735",478,489,456,459,-73.936635,40.745095,454,431,428,1313
"24Q267","78.6",24,"High School of Applied Communication","Queens","Q735",421,435,437,441,-73.936635,40.745095,454,431,428,1313
"24Q293","74.9",24,"Civic Leadership Academy","Queens","Q744",479,435,424,418,-73.870642,40.74373,454,431,428,1313
"24Q296","90.5",24,"Pan American International High School","Queens","Q744",378,340,320,318,-73.870642,40.74373,454,431,428,1313
"24Q299","44.6",24,"Bard High School Early College Queens","Queens","Q735",623,631,598,610,-73.936635,40.745095,454,431,428,1313
"24Q455","73.0",24,"Newtown High School","Queens","Q455",1921,434,401,389,-73.874721,40.741122,454,431,428,1313
"24Q485","71.5",24,"Grover Cleveland High School","Queens","Q485",1828,452,422,416,-73.908814,40.711033,454,431,428,1313
"24Q520","100.0",24,"Middle College High School at LaGuardia Community College","Queens","Q520",514,377,389,377,-73.93364,40.744412,454,431,428,1313
"24Q530","100.0",24,"International High School at LaGuardia Community College","Queens","Q520",509,425,367,365,-73.93364,40.744412,454,431,428,1313
"24Q550","100.0",24,"High School for Arts and Business","Queens","Q456",870,413,405,393,-73.853178,40.737427,454,431,428,1313
"24Q560","81.0",24,"Robert F. Wagner Jr. Secondary School for Arts and Technology","Queens","Q891",610,478,445,445,-73.936782,40.742839,454,431,428,1313
"24Q585","69.5",24,"Maspeth High School","Queens","Q585",973,476,471,480,-73.887482,40.729939,454,431,428,1313
"24Q600","83.9",24,"Queens Vocational and Technical High School","Queens","Q600",1553,467,436,432,-73.928219,40.742205,454,431,428,1313
"24Q610","100.0",24,"Aviation Career and Technical Education High School","Queens","Q610",2168,511,464,456,-73.929076,40.743509,454,431,428,1313
"25Q252","60.1",25,"Queens School of Inquiry","Queens","Q168",557,516,493,486,-73.810216,40.724458,507,457,458,1422
"25Q263","94.5",25,"Flushing International High School","Queens","Q189",437,481,323,323,-73.820548,40.759844,507,457,458,1422
"25Q281","84.8",25,"East-West School of International Studies","Queens","Q237",666,521,457,451,-73.822073,40.749545,507,457,458,1422
"25Q285","50.0",25,"World Journalism Preparatory (College Board)","Queens","Q025",610,484,491,487,-73.790083,40.765133,507,457,458,1422
"25Q425","75.2",25,"John Bowne High School","Queens","Q425",3667,467,422,425,-73.824944,40.738139,507,457,458,1422
"25Q460","74.5",25,"Flushing High School","Queens","Q460",2186,444,407,405,-73.82789,40.765166,507,457,458,1422
"25Q525","53.5",25,"Townsend Harris High School","Queens","Q515",1132,680,640,661,-73.821392,40.73439,507,457,458,1422
"25Q670","80.6",25,"Robert F. Kennedy Community High School","Queens","Q707",701,460,426,423,-73.810697,40.725603,507,457,458,1422
"26Q415","56.5",26,"Benjamin N. Cardozo High School","Queens","Q415",3505,563,505,510,-73.75599,40.752333,500,459,462,1421
"26Q430","74.4",26,"Francis Lewis High School","Queens","Q430",4172,562,483,485,-73.79283,40.740724,500,459,462,1421
"26Q435","71.6",26,"Martin Van Buren High School","Queens","Q435",1742,397,396,391,-73.738756,40.733066,500,459,462,1421
"26Q495","74.4",26,"Bayside High School","Queens","Q405",3336,523,479,485,-73.780296,40.771755,500,459,462,1421
"26Q566","63.7",26,"Queens High School of Teaching, Liberal Arts, and the Sciences","Queens","Q566",1120,453,434,439,-73.727535,40.746088,500,459,462,1421
"27Q260","77.5",27,"Frederick Douglass Academy VI High School","Queens","Q465",409,410,418,407,-73.762795,40.60201,423,420,414,1257
"27Q262","100.0",27,"Channel View School for Research","Queens","Q410",683,427,430,423,-73.822624,40.586066,423,420,414,1257
"27Q302","77.4",27,"Queens High School for Information, Research, and Technology","Queens","Q465",381,372,362,352,-73.762795,40.60201,423,420,414,1257
"27Q308","79.2",27,"Robert H. Goddard High School of Communication Arts and Technology","Queens","Q202",602,426,435,424,-73.845141,40.67124,423,420,414,1257
"27Q309","77.1",27,"Academy of Medical Technology (College Board)","Queens","Q465",637,422,424,415,-73.762795,40.60201,423,420,414,1257
"27Q323","49.7",27,"Scholars' Academy","Queens","Q180",1302,588,560,568,-73.825711,40.584109,423,420,414,1257
"27Q324","100.0",27,"Rockaway Park High School for Environmental Sustainability","Queens","Q410",368,357,381,376,-73.822624,40.586066,423,420,414,1257
"27Q351","100.0",27,"Rockaway Collegiate High School","Queens","Q410",397,399,403,405,-73.822624,40.586066,423,420,414,1257
"27Q400","76.0",27,"August Martin High School","Queens","Q400",679,366,372,364,-73.783342,40.675633,423,420,414,1257
"27Q475","85.4",27,"Richmond Hill High School","Queens","Q475",2175,413,406,399,-73.833681,40.695888,423,420,414,1257
"27Q475","85.4",27,"Richmond Hill High School","Queens","Q475",2175,413,406,399,-73.833681,40.695888,423,420,414,1257
"27Q480","89.0",27,"John Adams High School","Queens","Q480",2634,418,401,395,-73.837298,40.679639,423,420,414,1257
"27Q650","70.4",27,"High School for Construction Trades, Engineering, and Architecture","Queens","Q650",959,489,457,451,-73.840717,40.689591,423,420,414,1257
"28Q284","77.9",28,"York Early College Academy","Queens","Q008",611,496,481,473,-73.787192,40.69719,478,459,458,1395
"28Q310","81.8",28,"Queens Collegiate (College Board)","Queens","Q470",661,455,439,441,-73.797237,40.713218,478,459,458,1395
"28Q325","75.9",28,"Hillside Arts and Letters Academy","Queens","Q470",464,409,399,404,-73.797237,40.713218,478,459,458,1395
"28Q328","88.8",28,"High School for Community Leadership","Queens","Q470",418,415,392,386,-73.797237,40.713218,478,459,458,1395
"28Q350","77.1",28,"Jamaica Gateway to the Sciences","Queens","Q470",516,487,460,463,-73.797237,40.713218,478,459,458,1395
"28Q505","82.3",28,"Hillcrest High School","Queens","Q505",3286,448,432,426,-73.80166,40.709446,478,459,458,1395
"28Q620","78.4",28,"Thomas A. Edison Career and Technical Education High School","Queens","Q620",2098,514,473,470,-73.800369,40.715389,478,459,458,1395
"28Q680","71.4",28,"Queens Gateway to Health Sciences Secondary School","Queens","Q695",779,524,511,514,-73.806499,40.718831,478,459,458,1395
"28Q686","59.2",28,"Queens Metropolitan High School","Queens","Q686",1035,460,448,449,-73.856698,40.711367,478,459,458,1395
"28Q687","64.6",28,"Queens High School for the Sciences at York College","Queens","Q774",426,701,621,625,-73.798151,40.701049,478,459,458,1395
"28Q690","72.5",28,"High School for Law Enforcement and Public Safety","Queens","Q690",604,410,431,409,-73.784144,40.686208,478,459,458,1395
"28Q896","100.0",28,"Young Women's Leadership School in Queens","Queens","Q680",557,415,420,433,-73.806412,40.707527,478,459,458,1395
"29Q248","72.0",29,"Queens Preparatory Academy","Queens","Q420",492,423,422,403,-73.756839,40.668235,404,418,403,1225
"29Q259","78.1",29,"Pathways College Preparatory School (College Board)","Queens","Q192",599,405,427,409,-73.753579,40.70646,404,418,403,1225
"29Q265","82.5",29,"Excelsior Preparatory High School","Queens","Q420",491,384,407,400,-73.756839,40.668235,404,418,403,1225
"29Q272","73.7",29,"George Washington Carver High School for the Sciences","Queens","Q420",509,439,428,419,-73.756839,40.668235,404,418,403,1225
"29Q283","73.9",29,"Preparatory Academy for Writers (College Board)","Queens","Q420",552,398,410,393,-73.756839,40.668235,404,418,403,1225
"29Q326","72.8",29,"Cambria Heights Academy","Queens","Q799",372,418,424,411,-73.771195,40.711849,404,418,403,1225
"29Q492","81.3",29,"Mathematics, Science Research, and Technology Magnet High School","Queens","Q490",433,380,418,388,-73.745728,40.697819,404,418,403,1225
"29Q498","78.7",29,"Humanities and Arts Magnet High School","Queens","Q490",525,384,409,401,-73.745728,40.697819,404,418,403,1225
"30Q286","80.4",30,"Young Women's Leadership School in Astoria","Queens","Q739",572,483,464,477,-73.924591,40.771215,491,468,467,1426
"30Q301","68.0",30,"Academy for Careers in Television and Film","Queens","Q404",515,444,458,444,-73.959196,40.742956,491,468,467,1426
"30Q445","76.5",30,"William Cullen Bryant High School","Queens","Q445",2496,466,424,426,-73.910514,40.75823,491,468,467,1426
"30Q450","84.4",30,"Long Island City High School","Queens","Q452",2123,430,423,412,-73.9328,40.765826,491,468,467,1426
"30Q501","39.1",30,"Frank Sinatra School of the Arts High School","Queens","Q570",808,536,543,543,-73.925121,40.756534,491,468,467,1426
"30Q502","80.2",30,"Information Technology High School","Queens","Q725",970,443,420,411,-73.94638,40.748701,491,468,467,1426
"30Q555","90.8",30,"Newcomers High School","Queens","Q450",993,490,374,381,-73.937445,40.751356,491,468,467,1426
"30Q575","70.9",30,"Academy of American Studies","Queens","Q451",874,495,482,479,-73.937434,40.751331,491,468,467,1426
"30Q580","42.7",30,"Baccalaureate School for Global Education","Queens","Q798",478,633,620,628,-73.927169,40.755366,491,468,467,1426
"31R047","43.1",31,"CSI High School for International Studies","Staten Island","R043",520,477,468,464,-74.158589,40.581315,486,478,474,1438
"31R064","51.1",31,"Gaynor McCown Expeditionary Learning School","Staten Island","R043",479,442,458,454,-74.158589,40.581315,486,478,474,1438
"31R080","51.0",31,"Michael J. Petrides School","Staten Island","R880",1327,483,473,470,-74.102078,40.608517,486,478,474,1438
"31R440","60.8",31,"New Dorp High School","Staten Island","R435",2791,454,446,444,-74.107737,40.569393,486,478,474,1438
"31R445","71.0",31,"Port Richmond High School","Staten Island","R445",1628,432,427,425,-74.141818,40.634573,486,478,474,1438
"31R450","77.0",31,"Curtis High School","Staten Island","R450",2499,453,458,444,-74.081222,40.644735,486,478,474,1438
"31R455","32.7",31,"Tottenville High School","Staten Island","R455",3982,494,476,476,-74.192032,40.528092,486,478,474,1438
"31R460","56.6",31,"Susan E. Wagner High School","Staten Island","R460",3363,496,490,487,-74.124227,40.596803,486,478,474,1438
"31R600","70.8",31,"Ralph R. McKee Career and Technical Education High School","Staten Island","R600",624,420,429,409,-74.07873,40.642793,486,478,474,1438
"31R605","34.8",31,"Staten Island Technical High School","Staten Island","R440",1247,711,660,670,-74.115373,40.567873,486,478,474,1438
"32K403","100.0",32,"Academy for Environmental Leadership","Brooklyn","K480",340,365,366,348,-73.910791,40.69697,395,381,382,1158
"32K545","94.7",32,"EBC High School for Public Service in Bushwick","Brooklyn","K913",514,389,374,378,-73.929107,40.694507,395,381,382,1158
"32K549","100.0",32,"Bushwick School for Social Justice","Brooklyn","K480",405,365,357,357,-73.910791,40.69697,395,381,382,1158
"32K552","98.2",32,"Academy of Urban Planning","Brooklyn","K480",279,392,374,379,-73.910791,40.69697,395,381,382,1158
"32K554","88.8",32,"All City Leadership Secondary School","Brooklyn","K554",358,467,446,448,-73.913171,40.69737,395,381,382,1158
"32K556","96.2",32,"Bushwick Leaders High School for Academic Excellence","Brooklyn","K865",317,393,368,382,-73.92814,40.695056,395,381,382,1158
